X,Y,id,Boje,URL,icon_url
0,0,,,,./0.png
37.759979273121,48.8624277098791,,Pozice batalion Vostok,,./0.png
30.2015305536792,50.5929228557933,,Boje o základnu Hostomel,,./0.png
30.4993843943873,50.5017727633749,,Boje v centru Kyjeva,,./0.png
36.2507790538714,49.9860520455556,,Boje v Charkově,,./0.png
37.4945943199251,47.1612507702254,,Boje s jednotkami NG Azov,,./0.png
